video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
5138093706,931,640,480,how did the baby tried to support himself to stand up at the end of the video,0,3,CH,hold handle of stairs,called for help,hold the lady's hands,baby pulled ropes,pull the strings
3555755537,1599,640,480,why is the person on the floor,4,0,CW,fell down,playing dog,stopped by policeman,sunbathing in beach,resting
5803861992,2145,640,480,what is the girl touching when the woman hit her with the fan,1,6,TC,cap,lady s hands,dog,her shoes,lady s face
4838113006,2697,640,360,what does the lady do after picking up another bell from table b,1,6,TN,blow candles,shake it,puts on baking sheet,drink the drinks,rinse crab
8575881495,2000,640,360,what does the girl do after laying the toy on the sofa near the end,2,7,TN,walk in circles,pet,lay down,hold another toy,rolls
5134317883,1890,640,360,what does the man in red do after picking up the pulp near the end,3,8,TN,attach man on ground to him,pose to catch,move the rod,keep it on the side,guiding
6642268693,1143,640,480,why did the dog leave the toy after a while at the start,2,0,CW,the toy was faulty,follow owner,not interested,baby took the toy away,chase another dog
7887764754,1063,640,480,what does the baby do after the dog takes the food from her at the end,2,7,TN,place paw on her palm,look at girl,eat,same direction as dog,play with the blanket on the floor
3562017845,1200,640,428,what did the bird do after stepping into the water,2,1,CW,follow another bird,fly away,look down,wash themselves,eating pieces of bread
3821781616,745,640,480,why did the man tap his leg after putting down his hands,3,2,CW,to support himself,let the girl cycle,to swim,gesturing,help boy get down the merry
8211075660,1621,480,360,what does the man on the right do as the man on the left was talking at the start,0,1,TC,stands still on the right,look at his phone,read newspaper,walk back and forth,pat his back
3359075894,414,640,480,why does the man in white bend down near the man in black at the beginning,4,2,CW,pass ball to kid,talking to boys,play with kids,support him,keep something down
5662041273,2697,640,480,why was there a light flashing on the controller when the boy pressed on it,1,4,CW,controller was spoilt,indicate switched on,helicopter was missing,for decoration,indicate low battery
4968805923,313,640,480,why did the man in white move his arms when the man in black threw something at him,0,2,CW,to hit the balloon,to catch it,get phone calling,dancing to music,to give affirmation
6024684644,519,640,360,how did the man feel as he digs the hole,0,8,TC,happy,sad,tired,afraid,alert
5256928210,606,640,360,what does the dog do as the man is patting it,1,0,TC,biting on to the blue toy,look around,lie down,kick its body,run out of the room
3655906094,563,640,480,why did the man in grey throw his stick up,3,0,CW,doing drills,caressing for dog,hit golf ball,doing stunt,ice hockey player
2857132732,726,320,240,why is the man holding instrument in his hand with the kid,4,1,CW,repainting it,repairing the handles,clean the instrument,repair the strings,playing it
2821968703,900,320,240,why is the man wobbling throughout,0,1,CW,hard to balance,protect from hot sun,expressive,look at the cameraman,to adjust snowboard
5323654756,2032,640,480,why is the girl in pink carrying so many balloons in her hands,2,5,CW,adjust something,show excitement,to play with it,dancing,encourage girl to jump
7605329840,635,640,360,what did the girl in stripes do after blowing the green balloon,3,4,TN,swing,stretch out hand,pat the baby s back,let it go,catch back balloon
2623954636,931,500,375,where did the boy face when he threw the ball into the sky,3,5,TC,white dog,mimic man,looking at ball,at the baby chair,face forward
5064681723,602,640,480,what is the lady looking at when she stood at the road,4,6,TC,the man,the boy,dog,looking down at piano keys,deers
7453733046,992,640,360,why does the girl in blue pull the girl in red backwards near the beginning,0,0,CW,wants her spot,try to get her into water,dance together,playing the game,encourage the girl
6786501294,1806,604,1072,how does the boy respond to the blond lady who is talking to him,3,8,TC,did not respond,staring at boy,look at boy and listen,look upwards to her and talk,looks at camera and talk
4859057828,647,640,480,what does the lady in yellow do with her arms after laughing when they finished posing,2,2,TN,cycle away,look at camera turn around,raise her hand up and down,rub baby s face with a cloth,look at camera
2435633172,2293,500,375,what does the pig do after shaking itself in the middle,4,0,TN,turn one round,lie down,feed dog,lie on its side,clean itself
4251505427,2290,640,480,why did the child with beanie stretch his arms out near the end,2,4,CW,to play the game,to grab ball,focus camera on her,grab the woman s finger,touch white thing
10309542255,2566,640,480,why did the animals spread their legs wide apart,0,6,CW,get pushed by one another,to reach the water,playing in the water,see how the others do,wants to sleep
5296635780,652,640,480,why does the lady cover her mouth as she smiles,0,5,CW,polite,likes baby,speak something interesting,shy,to look at the cameraman
7492398760,2697,640,360,why did the baby girl walk unstable,1,4,CW,carry baby,swing,feed baby,slippery floor with snow,still learning how to walk
5026660202,2697,640,480,why is the guitarist in the middle tapping foot on the ground,3,6,CW,check his fingering on the guitar,swaying to music,tune his guitar,keep the rhythm,space out his movements
8171216955,550,568,320,how did the girl react after she hitted the toy dog,1,9,TN,licks baby,bend down table,to look at the cameraman,finds baby s actions amusing,playing with balloons
3530231811,2697,640,480,who is standing in front of the man playing guitar,4,1,TC,old man,man in white,the drumer,man in black jacket,lady in black skirt
3340340268,1289,640,480,how does the girl in green avoid obstacles while walking with a bucket over her head,1,8,CH,swing them,reaches her hand out,moves the pacifier,walk slowly,using a stick
5129152550,2697,640,480,why is the man using his hand gestures occasionally,1,0,CW,talk to each other,express his views,direct attention,cycling,engage audience
9735768590,680,640,360,what did the baby do before raising his hand at the end,2,9,TP,look up smile and move hand,bounce up and down,stares at woman,reach hand out,yawns
2461993294,1999,640,480,why is a white fan placed so close to the performers near the living room,1,4,CW,celebrating birthday,cooling the place,photoshoot,as a stage effect,camera
2925298951,398,640,480,what does the woman in red do after leaning towards the woman in blue scraft,4,7,TN,smiles,clap,watch and listen about flower,stretch her hands,takes her tongue out
8388104887,1233,640,480,what did the dog do after the person put the ball in its mouth at first,4,5,TN,steals the ball and goes away,wants to grab ball with mouth,jump up,bite the toy,pull out
3372023610,1017,640,480,what did the lady in grey do after watching them perform for a while,0,9,TN,move away,start dancing,eat and drink,stand up and flip the chart,look at the man
3581585756,702,640,480,what was the boy in blue carrying when running at the back of the bus,1,8,TC,balloon,toy sword,red ball,soft toy,bag
3655906094,563,640,480,how did the man with the drum made music,2,5,CH,kick it,automatic,hit with sticks,swing the club,pat with hands
3942617402,738,640,480,what happens to the train after moving for a while near the end,1,5,TN,push toy train,stops,changes direction,move,follow the train with eyes
4882821564,2697,640,480,why was there torn wrapping paper at the ground near the sofa at the end of the video,2,8,CW,pulled down by grey cat,lady puts it there,boy threw it there,man tears it down,baby is playing
4083875373,1621,360,480,why did the girl look at the televsion,2,1,CW,watch out for the baby,to look cool,follow the performers to dance,program is funny,engrossed in performance
8557532213,379,640,360,why did the boy in blue turn back and run near the beginning of the video,4,9,CW,ready to get the ball,catch it,excited,boy in green threw wrongly,running after ball
3763643225,1073,640,480,why does the boy run towards the steps,3,6,CW,to get the door,follow the ball,to get the kite controller from man,place the giraffe on top,trying to get up
3508459605,2609,320,240,how does the man support the baby,1,11,CH,pull the baby backwards,hold the baby s hands,put baby in a chair,put baby in a pram,in left arm supporting baby s head
2435633172,2293,500,375,what does the pig do after coming out of the puddle,1,1,TN,shake off water,walk to rock,eats from the floor,throw away remaining marshmallows,jump out
4179163342,2172,640,480,what did the shortest girl do after the man moved his body quickly at the end of the video,1,9,TN,hold the checkered girl s leg,move body like man,hug,tilt head forward,follow her
